transaction_id,amount,transaction_hour,day_of_week,distance_from_home,foreign_transaction,previous_attempts_24h,is_fraud
694,40.21,13,5,186.7,0,1,0
695,81.06,20,4,19.6,0,1,0
696,119.06,4,2,20.4,0,0,0
697,59.21,5,1,0.8,0,0,0
698,23.82,20,1,45.1,0,0,0
699,78.5,23,1,21.5,0,0,0
700,58.18,5,0,71.7,0,1,0
701,119.31,21,3,8.1,0,0,0
702,92.75,6,4,9.0,0,2,0
703,98.8,18,4,168.6,1,0,0
704,92.01,18,1,58.0,0,1,0
705,48.55,8,4,33.1,0,0,0
706,76.61,4,5,4.3,0,0,0
707,90.22,0,5,151.1,0,0,0
708,29.68,8,6,6.3,0,0,0
709,183.99,15,2,14.3,1,0,0
710,104.39,20,4,63.4,0,0,0
711,224.77,7,5,25.6,0,0,0
712,229.52,20,0,23.5,0,0,0
713,62.97,10,4,151.8,0,0,0
714,124.76,16,4,18.7,0,0,0
715,36.82,3,3,61.9,0,1,0
716,68.59,1,1,3.8,0,0,0
717,14.55,5,5,22.9,0,0,0
718,198.52,0,2,13.9,0,0,0
719,125.84,5,4,25.4,0,0,0
720,102.7,2,6,19.8,0,0,0
721,35.72,16,3,9.6,1,0,0
722,104.78,3,6,95.3,0,0,0
723,167.31,4,2,41.0,0,2,0
724,50.58,23,3,70.7,0,1,0
725,146.16,6,1,107.8,0,0,0
726,216.05,12,5,54.1,0,0,0
727,260.03,1,2,54.9,0,1,0
728,9.46,6,6,191.3,0,0,0
729,105.07,8,3,76.5,0,1,0
730,319.32,19,2,18.8,1,1,0
731,98.31,1,3,12.4,0,0,0
732,115.23,15,0,40.7,0,1,0
733,149.3,5,1,17.5,0,1,0
734,176.37,18,6,80.6,0,1,0
735,89.33,18,6,10.0,0,0,0
736,40.58,2,1,64.4,0,1,0
737,50.63,15,3,0.6,0,0,0
738,59.18,16,5,128.1,0,1,0
739,44.11,8,2,3.3,0,0,0
740,45.63,8,4,18.7,0,0,0
741,42.65,22,2,81.4,0,1,0
742,117.07,21,2,78.9,0,1,0
743,245.78,6,6,77.8,0,0,0
744,113.99,23,3,135.1,0,0,0
745,82.67,2,4,22.0,0,0,0
746,59.5,5,6,16.7,0,0,0
747,887.12,19,3,7.6,0,1,1
748,27.19,2,4,2.0,0,1,0
749,36.02,18,4,30.6,0,0,0
750,213.54,13,6,8.3,0,1,0
751,85.14,23,2,10.3,1,1,0
752,48.55,15,2,30.3,0,0,0
753,31.55,6,4,62.1,1,0,0
754,108.58,22,6,5.2,0,0,0
755,113.63,1,1,4.9,1,2,0
756,133.44,9,4,46.8,0,0,0
757,122.88,2,4,62.6,1,0,0
758,12.49,12,6,116.0,0,0,0
759,1760.98,7,4,8.7,1,1,1
760,161.14,4,1,65.9,0,0,0
761,114.74,22,1,63.5,0,0,0
762,269.96,20,2,2.9,0,0,0
763,206.67,6,0,12.2,1,2,0
764,65.47,19,0,54.4,0,0,0
765,171.66,17,5,50.9,0,0,0
766,201.09,19,6,41.7,0,0,0
767,30.46,16,1,6.1,1,0,0
768,35.87,19,6,8.3,1,1,0
769,12.83,4,4,71.0,1,1,0
770,60.96,19,1,58.2,0,0,0
771,10.69,18,3,18.0,0,1,0
772,71.33,18,3,138.8,0,1,0
773,107.12,6,2,1.4,0,2,0
774,92.16,16,5,1.3,0,1,0
775,86.99,13,5,93.8,0,0,0
776,39.45,22,1,28.5,1,2,0
777,41.91,7,0,27.5,1,0,0
778,103.55,2,6,37.4,0,1,0
779,15.01,22,2,178.7,1,0,0
780,105.31,8,0,79.6,1,3,0
781,35.18,5,0,45.4,1,0,0
782,63.68,21,0,22.5,0,0,0
783,34.9,14,1,17.6,1,0,0
784,38.05,7,2,100.5,0,0,0
785,90.9,16,3,13.8,1,0,0
786,103.64,21,2,29.1,0,1,0
787,1979.22,16,1,74.9,1,1,1
788,150.61,0,2,22.7,0,1,0
789,71.55,6,5,120.9,0,1,0
790,231.27,8,4,52.1,1,0,0
791,87.1,18,4,15.8,0,0,0
792,93.03,19,2,53.6,0,0,0
793,26.64,13,6,189.1,0,0,0
794,37.3,12,3,15.0,0,0,0
795,123.08,13,5,123.4,0,1,0
796,43.34,21,4,72.5,0,0,0
797,96.13,23,0,18.3,0,1,0
798,129.7,2,2,86.3,0,0,0
799,234.52,20,4,24.3,1,1,0
800,157.76,20,3,21.2,0,0,0
801,195.12,20,1,298.1,1,2,0
802,62.87,11,4,45.2,1,2,0
803,100.02,3,6,9.0,1,0,0
804,111.31,18,4,88.1,0,0,0
805,67.69,12,4,1.1,0,0,0
806,64.21,19,6,82.8,0,0,0
807,51.95,19,6,33.6,0,1,0
808,79.4,11,3,1.8,0,2,0
809,2292.8,21,4,7.1,1,0,1
810,15.11,2,4,6.4,1,0,0
811,143.02,3,0,22.4,0,0,0
812,62.86,12,3,77.1,0,0,0
813,21.76,1,4,37.0,0,0,0
814,218.59,17,0,71.9,0,0,0
815,162.06,2,1,38.4,0,0,0
816,123.51,16,5,69.1,0,0,0
817,46.73,11,4,1.4,0,0,0
818,77.47,1,3,64.6,0,0,0
819,204.2,18,0,28.0,0,1,0
820,101.96,15,2,180.5,0,0,0
821,144.61,13,1,89.8,0,0,0
822,171.46,16,5,11.7,0,0,0
823,105.27,12,1,89.5,0,0,0
824,133.61,19,3,29.4,0,1,0
825,56.34,14,2,0.8,1,0,0
826,23.66,16,3,38.4,0,0,0
827,52.49,11,4,51.5,0,0,0
828,376.51,23,4,6.6,0,2,0
829,22.38,17,0,33.8,1,0,0
830,28.63,10,4,121.5,1,0,0
831,30.56,17,5,53.1,0,0,0
832,126.45,14,5,48.1,0,0,0
833,480.87,3,3,90.1,0,0,1
834,131.84,19,1,106.5,0,1,0
835,142.09,11,1,27.3,0,1,0
836,216.74,6,2,146.6,1,1,0
837,28.32,8,3,27.5,0,0,0
838,98.85,16,5,112.9,1,2,0
839,35.93,17,0,73.4,0,0,0
840,42.47,13,6,63.6,1,1,0
841,123.98,11,5,32.0,0,2,0
842,79.57,15,0,45.8,0,1,0
843,107.7,14,1,58.1,0,0,0
844,86.56,17,6,178.8,0,1,0
845,137.78,8,4,33.4,0,0,0
846,24.08,11,5,6.0,0,0,0
847,54.54,5,2,42.7,0,2,0
848,67.69,11,5,99.5,0,2,0
849,35.02,11,6,25.0,0,1,0
850,11.13,13,4,31.5,0,0,0
851,88.39,12,0,34.0,0,0,0
852,243.15,14,5,58.3,0,0,0
853,69.16,5,5,27.2,0,0,0
854,181.48,12,0,183.8,0,0,0
855,60.39,6,4,103.4,1,0,0
856,31.92,16,2,72.4,0,0,0
857,41.48,22,4,54.7,0,0,0
858,89.23,9,2,152.2,0,0,0
859,1196.08,21,5,14.9,0,0,1
860,126.88,9,0,27.6,1,0,0
861,47.98,22,4,19.2,0,1,0
862,139.79,13,2,20.0,1,0,0
863,66.36,6,4,256.2,0,0,0
864,80.35,18,5,10.0,0,0,0
865,36.56,5,5,61.7,0,0,0
866,19.03,8,3,17.1,1,1,0
867,36.57,16,3,2.0,0,0,0
868,57.08,22,1,9.9,1,1,0
869,104.97,13,4,91.2,1,0,0
870,59.29,3,3,16.1,0,0,0
871,64.0,10,1,168.1,0,1,0
872,1617.25,2,3,30.2,0,0,1
873,24.67,8,0,90.5,0,1,0
874,158.65,4,0,54.9,0,1,0
875,75.29,1,3,57.5,1,1,0
876,21.95,12,1,74.4,0,0,0
877,48.11,1,3,134.7,0,1,0
878,38.52,23,3,139.8,1,1,0
879,51.35,21,4,22.3,1,0,0
880,146.32,18,6,7.8,0,0,0
881,115.82,14,5,2.4,0,1,0
882,117.54,7,1,0.0,0,1,0
883,1180.08,3,3,69.6,0,1,1
884,114.04,8,1,33.6,0,1,0
885,77.6,6,0,54.4,1,0,0
886,185.12,22,0,56.0,0,0,0
887,191.9,10,2,74.3,0,0,0
888,241.17,6,1,1.6,0,0,0
889,123.03,7,2,88.2,0,0,0
890,50.07,12,2,152.2,0,1,0
891,201.31,12,5,39.3,0,0,0
892,52.94,8,6,95.1,0,1,0
893,41.78,4,4,30.8,0,0,0
894,88.42,22,3,20.4,0,0,0
895,154.32,1,0,92.4,0,0,0
896,143.94,10,3,19.6,1,1,0
897,102.38,18,4,10.6,0,1,0
898,33.91,23,1,6.3,0,0,0
899,69.98,2,3,26.6,0,0,0
900,416.06,16,0,10.9,1,0,0
901,67.99,6,0,189.6,0,1,0
902,65.77,13,2,40.8,1,0,0
903,77.63,17,1,109.7,0,1,0
904,26.61,2,3,42.7,0,0,0
905,64.77,14,3,41.5,0,0,0
906,47.55,19,2,38.9,1,2,0
907,559.56,0,3,46.0,0,1,1
908,36.67,14,2,33.8,1,1,0
909,43.36,1,2,66.7,1,0,0
910,105.03,16,3,0.1,1,0,0
911,216.74,11,4,10.4,0,0,0
912,12.48,14,2,40.5,0,0,0
913,159.5,19,0,59.7,1,0,0
914,151.95,8,1,69.1,0,2,0
915,387.44,16,5,2.1,0,3,0
916,75.11,9,3,60.0,0,0,0
917,86.4,17,6,2.4,1,0,0
918,309.68,13,0,23.7,0,1,0
919,90.92,7,0,201.4,0,2,0
920,122.22,3,0,10.2,0,1,0
921,65.84,20,4,51.2,0,0,0
922,40.78,14,6,23.9,1,1,0
923,63.97,0,2,29.5,0,0,0
924,97.16,15,0,34.3,0,1,0
925,55.02,6,1,52.5,0,0,0
926,84.15,22,5,53.9,0,2,0
927,19.18,6,6,34.7,1,1,0
928,92.49,17,6,62.9,0,0,0
929,90.72,9,4,37.1,0,0,0
930,1188.7,17,5,17.6,0,0,1
931,823.28,14,3,57.9,0,1,1
932,33.79,8,6,56.2,1,0,0
933,170.89,17,1,109.0,0,0,0
934,112.86,8,2,132.0,0,0,0
935,149.83,21,4,60.6,1,0,0
936,78.14,23,2,162.3,0,1,0
937,41.87,12,2,18.4,0,0,0
938,121.53,15,1,10.6,1,2,0
939,234.92,11,3,15.5,1,1,0
940,124.81,22,5,14.1,0,0,0
941,163.14,21,5,106.0,0,1,0
942,11.67,13,1,20.9,0,1,0
943,42.26,19,3,43.9,0,1,0
944,87.49,5,2,10.1,0,1,0
945,133.23,1,0,46.0,0,0,0
946,25.88,23,5,47.0,0,1,0
947,211.51,2,1,100.2,1,1,0
948,52.22,19,1,17.9,0,0,0
949,31.19,0,3,90.4,0,0,0
950,92.55,23,3,5.8,0,2,0
951,190.97,17,3,26.7,0,0,0
952,66.24,20,5,82.0,0,0,0
953,1977.49,2,6,149.4,0,0,1
954,76.07,16,5,0.4,0,1,0
955,22.37,13,0,57.8,0,2,0
956,109.35,12,1,101.8,0,0,0
957,147.3,15,0,34.2,1,3,0
958,854.17,9,0,31.9,0,0,1
959,61.79,3,1,1.6,0,1,0
960,164.36,9,2,19.7,0,0,0
961,213.94,4,3,72.0,1,0,0
962,150.27,10,4,162.8,0,1,0
963,114.8,14,2,21.9,0,0,0
964,6.06,4,5,24.5,1,0,0
965,70.31,4,3,102.0,0,0,0
966,62.86,8,3,3.9,0,0,0
967,76.15,16,0,15.8,0,0,0
968,137.31,6,3,7.2,1,1,0
969,74.44,3,0,44.0,0,0,0
970,76.66,12,2,51.6,0,0,0
971,16.72,10,2,1.6,0,0,0
972,42.45,22,0,15.6,0,3,0
973,39.29,13,6,68.4,0,1,0
974,108.65,5,5,74.8,0,4,0
975,38.09,18,5,22.5,0,0,0
976,43.93,16,5,7.4,0,0,0
977,120.68,20,5,145.9,0,0,0
978,117.2,0,6,23.7,0,0,0
979,18.43,7,1,21.0,0,1,0
980,79.77,6,4,26.9,0,1,0
981,34.24,8,0,29.2,1,0,0
982,105.12,9,6,76.6,0,1,0
983,84.13,22,1,27.6,0,0,0
984,3.87,18,2,55.7,0,0,0
985,118.03,18,2,44.5,0,0,0
986,178.49,17,6,17.4,0,0,0
987,59.73,16,6,115.3,0,0,0
988,75.72,16,4,6.0,0,1,0
989,102.87,3,2,27.4,0,2,0
990,28.08,23,0,14.2,0,0,0
991,1282.25,19,5,16.3,0,1,1
992,39.94,8,6,22.7,0,0,0
993,68.1,7,4,26.6,1,3,0
994,45.05,0,5,64.1,0,0,0
995,210.15,4,4,128.8,0,0,0
996,300.48,13,6,10.4,0,0,0
997,11.43,13,0,51.7,1,0,0
998,69.26,17,0,7.0,0,0,0
999,122.15,0,3,45.6,1,0,0
1000,65.49,7,2,116.0,0,0,0
1001,67.0,22,6,16.1,0,0,0
1002,69.36,12,1,32.0,1,2,0
1003,38.9,3,3,53.5,0,0,0
1004,113.87,19,3,83.2,0,2,0
1005,1778.71,4,5,95.4,0,2,1
1006,194.22,7,5,1.4,1,1,0
1007,94.6,23,3,29.8,0,1,0
1008,33.3,10,0,77.2,0,0,0
1009,64.22,0,6,5.0,0,1,0
1010,585.81,22,2,44.4,0,0,1
1011,163.86,10,3,12.5,0,0,0
1012,145.0,8,4,140.0,1,1,0
1013,14.53,14,6,107.2,0,0,0
1014,62.72,6,2,27.2,1,0,0
1015,44.82,4,0,41.2,1,0,0
1016,102.14,0,4,195.8,0,2,0
1017,139.6,15,3,4.8,1,0,0
1018,1332.86,11,0,13.9,0,0,1
1019,159.86,13,2,2.0,0,1,0
1020,129.52,19,0,286.3,0,1,0
1021,25.62,8,1,41.1,0,2,0
1022,68.21,23,3,10.7,1,1,0
1023,176.33,0,2,52.0,0,2,0
1024,56.34,1,5,15.0,0,0,0
1025,1132.34,1,1,0.5,0,0,1
1026,161.26,13,0,94.5,1,0,0
1027,628.18,20,0,67.6,0,0,1
1028,1271.72,18,4,12.5,1,0,1
1029,60.22,17,0,17.7,0,1,0
1030,79.12,14,5,30.3,0,1,0
1031,56.36,13,2,136.0,1,0,0
1032,77.36,21,5,48.0,1,1,0
1033,55.81,21,1,6.5,1,0,0
1034,69.28,3,6,22.3,1,0,0
1035,8.58,12,0,20.9,0,0,0
1036,32.19,11,5,101.4,0,0,0
1037,90.2,20,6,29.6,1,2,0
1038,76.45,16,6,16.0,0,1,0
1039,172.33,1,2,26.1,0,0,0
1040,233.98,6,3,6.6,0,0,0
1041,24.75,19,6,122.9,0,0,0
1042,121.38,5,6,160.4,0,0,0
1043,86.01,13,5,125.9,0,1,0
1044,72.69,18,2,62.3,0,0,0
1045,51.68,8,4,31.0,0,1,0
1046,148.98,14,6,3.0,0,0,0
1047,11.16,23,0,0.3,0,1,0
1048,63.88,4,4,5.0,1,0,0
1049,20.12,0,5,167.4,0,0,0
1050,70.36,20,3,46.6,1,0,0
1051,10.9,18,6,28.5,0,1,0
1052,110.72,14,1,51.9,0,1,0
1053,1258.13,7,0,38.8,1,1,1
1054,176.65,11,5,51.2,1,2,0
1055,61.7,12,3,96.5,0,1,0
1056,210.42,7,3,18.7,0,0,0
1057,91.33,2,3,26.5,1,1,0
1058,25.13,0,0,29.7,0,0,0
1059,1766.92,9,3,17.9,0,2,1
1060,43.12,14,3,13.5,1,1,0
1061,13.1,22,0,12.5,0,2,0
1062,214.26,12,1,97.4,0,0,0
1063,112.28,0,1,20.3,0,0,0
1064,176.51,2,2,50.4,0,0,0
1065,278.95,8,5,45.3,0,1,0
1066,1013.18,3,6,34.8,1,1,1
1067,142.46,10,1,106.7,0,0,0
1068,176.94,3,3,68.2,0,0,0
1069,81.54,2,2,70.4,0,2,0
1070,152.79,7,3,3.1,0,1,0
1071,84.41,22,6,197.6,0,1,0
1072,90.51,21,1,3.8,0,1,0
1073,189.73,13,1,169.1,0,1,0
1074,190.03,5,4,34.7,0,1,0
1075,111.05,9,2,12.2,0,2,0
1076,111.6,7,1,89.0,0,0,0
1077,140.27,1,6,58.4,0,1,0
1078,188.46,3,3,4.1,0,0,0
1079,88.25,1,5,17.7,0,1,0
1080,47.93,10,6,111.2,1,0,0
1081,24.59,15,0,51.8,1,0,0
1082,102.58,15,5,44.2,0,1,0
1083,102.92,20,0,9.9,0,0,0
1084,49.21,0,1,21.1,0,1,0
1085,189.97,16,1,7.1,0,1,0
1086,12.89,5,1,8.9,0,2,0
1087,122.03,0,1,10.4,0,0,0
1088,13.73,11,2,1.2,0,2,0
1089,55.12,6,1,4.0,0,1,0
1090,30.48,3,0,56.2,1,0,0
1091,59.41,6,6,16.4,0,0,0
1092,118.2,18,2,101.0,0,0,0
1093,25.42,0,3,111.7,0,0,0
1094,27.73,21,1,47.4,0,0,0
1095,61.53,15,1,12.9,0,1,0
1096,211.24,17,5,12.7,0,0,0
1097,180.36,15,1,40.8,0,1,0
1098,30.61,20,0,46.0,0,0,0
1099,65.73,23,6,57.6,0,1,0
1100,19.91,18,3,4.7,0,0,0
1101,70.23,15,0,30.1,0,0,0
1102,51.5,21,1,2.9,0,0,0
1103,46.54,19,3,7.5,0,0,0
1104,125.02,11,0,31.7,1,0,0
1105,82.31,17,0,42.0,1,0,0
1106,119.64,19,0,3.0,0,0,0
1107,151.44,5,5,51.4,0,0,0
1108,249.35,16,6,71.4,0,0,0
1109,127.58,23,1,30.8,0,1,0
1110,104.53,15,3,4.3,0,0,0
1111,32.61,3,3,41.0,0,0,0
1112,295.15,2,3,13.0,0,0,0
1113,132.0,0,1,17.8,0,2,0
1114,25.86,18,3,27.9,0,1,0
1115,24.73,22,4,167.2,1,0,0
1116,11.76,14,5,54.3,0,1,0
1117,174.48,11,0,41.7,0,0,0
1118,217.33,21,4,107.7,0,1,0
1119,22.92,8,6,6.7,0,0,0
1120,100.61,11,5,14.4,0,0,0
1121,34.0,0,4,169.4,0,1,0
1122,101.06,12,2,26.3,0,1,0
1123,26.29,23,1,3.5,0,1,0
1124,130.5,10,2,130.3,0,1,0
1125,20.28,13,6,4.0,0,0,0
1126,34.64,11,0,77.3,0,0,0
1127,63.14,8,5,1.0,0,1,0
1128,48.88,7,3,23.8,0,0,0
1129,262.98,8,5,18.0,1,0,0
1130,108.61,9,4,1.5,0,0,0
1131,54.97,18,3,128.1,1,0,0
1132,105.45,22,2,77.6,0,0,0
1133,53.04,5,0,3.4,0,1,0
1134,111.69,23,0,29.9,0,1,0
1135,221.26,12,0,13.7,1,0,0
1136,93.87,10,5,88.8,1,0,0
1137,146.39,16,5,46.6,0,0,0
1138,122.47,19,1,32.6,0,1,0
1139,29.77,10,2,55.8,1,1,0
1140,129.31,20,2,129.1,0,1,0
1141,40.33,6,0,2.1,0,0,0
1142,710.87,15,2,5.0,0,0,1
1143,1469.2,21,0,45.4,0,1,1
1144,174.24,0,2,18.9,0,0,0
1145,139.14,1,1,56.0,0,0,0
1146,57.41,20,6,82.5,0,0,0
1147,174.51,10,1,22.5,1,1,0
1148,151.24,6,6,76.2,0,0,0
1149,107.4,16,1,55.1,0,0,0
1150,79.26,11,3,4.5,0,0,0
1151,787.61,11,3,54.1,0,0,1
1152,212.8,4,4,68.7,1,2,0
1153,164.82,9,0,101.7,0,0,0
1154,99.42,12,0,13.3,0,0,0
1155,40.83,16,6,28.9,0,0,0
1156,82.24,21,3,27.1,0,1,0
1157,55.83,12,5,13.2,0,0,0
1158,84.73,9,4,26.0,0,1,0
1159,67.23,4,6,57.9,1,0,0
1160,55.13,13,1,176.2,1,0,0
1161,176.3,2,0,54.1,0,0,0
1162,145.1,1,4,110.9,0,0,0
1163,235.53,1,5,87.5,0,0,0
1164,68.3,2,6,6.4,1,0,0
1165,111.27,16,6,6.2,1,0,0
1166,45.77,6,2,47.4,0,1,0
1167,46.99,16,3,61.2,0,0,0
1168,50.17,12,6,191.3,0,0,0
1169,196.41,4,5,33.2,1,1,0
1170,173.2,2,5,17.9,0,1,0
1171,60.63,4,0,27.6,0,0,0
1172,51.92,12,3,40.7,0,1,0
1173,9.43,16,0,49.1,0,0,0
1174,90.49,4,6,3.6,0,0,0
1175,75.64,12,3,3.6,0,0,0
1176,89.01,1,1,18.1,0,1,0
1177,69.97,23,2,76.3,0,0,0
1178,55.53,18,2,50.5,0,1,0
1179,128.13,18,4,32.1,0,0,0
1180,83.62,11,4,8.2,0,0,0
1181,85.87,17,0,40.3,0,1,0
1182,101.33,12,3,40.8,1,3,0
1183,266.05,7,4,73.1,0,0,0
1184,117.41,23,0,46.9,0,2,0
1185,118.92,19,4,42.4,0,2,0
1186,40.43,21,0,34.7,0,0,0
1187,243.98,23,1,50.0,0,1,0
1188,37.7,4,4,79.6,0,0,0
1189,147.37,15,1,188.3,0,0,0
1190,21.91,6,4,31.1,1,0,0
1191,78.87,20,0,50.9,0,1,0
1192,149.42,15,0,51.7,0,1,0
1193,109.3,7,5,66.4,0,0,0
1194,125.4,22,5,66.7,0,1,0
1195,77.87,7,6,78.5,0,0,0
1196,39.78,9,1,25.7,0,1,0
1197,118.32,23,6,75.2,0,0,0
1198,73.91,20,5,7.2,0,0,0
1199,5.36,21,6,58.0,1,0,0
1200,1210.09,15,3,10.0,1,0,1
1201,776.54,22,6,3.1,0,1,1
1202,57.87,15,4,61.0,1,0,0
1203,57.04,3,2,43.0,0,0,0
1204,14.36,3,1,13.8,1,2,0
1205,187.64,20,6,14.4,0,1,0
1206,194.99,1,1,40.8,0,0,0
1207,178.52,3,6,8.1,1,0,0
1208,20.41,2,4,143.8,0,0,0
1209,63.26,3,0,6.0,0,1,0
1210,237.78,21,5,477.2,0,0,0
1211,65.33,18,5,86.4,0,0,0
1212,143.55,12,4,57.9,0,2,0
1213,16.95,8,1,7.8,0,1,0
1214,56.58,0,4,35.0,0,1,0
1215,40.25,6,6,18.5,0,0,0
1216,75.35,1,3,39.4,0,0,0
1217,1346.85,0,3,140.1,0,0,1
1218,259.72,23,5,0.1,0,0,0
1219,100.82,20,5,185.8,0,0,0
1220,64.39,17,0,161.8,0,1,0
1221,87.7,3,2,12.8,0,2,0
1222,218.85,15,6,111.2,0,1,0
1223,98.45,23,4,25.5,0,0,0
1224,265.0,14,2,78.8,0,1,0
1225,167.63,8,6,32.6,0,0,0
1226,3.34,20,4,62.3,1,1,0
1227,78.21,22,1,13.1,1,0,0
1228,79.09,0,2,38.2,0,0,0
1229,70.26,17,4,49.7,0,0,0
1230,116.57,3,1,58.6,0,0,0
1231,72.44,7,3,46.2,0,0,0
1232,174.35,23,4,23.9,0,1,0
1233,232.83,8,1,19.5,1,0,0
1234,13.4,19,6,21.5,1,0,0
1235,88.06,18,1,130.8,0,0,0
1236,940.53,23,5,22.8,0,0,1
1237,310.3,5,2,22.1,0,0,0
1238,45.59,21,3,5.1,0,1,0
1239,92.18,0,5,4.7,0,1,0
1240,209.63,14,0,37.1,0,1,0
1241,91.97,13,0,39.0,1,0,0
1242,60.69,4,6,32.9,0,1,0
1243,264.48,5,5,29.6,0,0,0
1244,85.26,18,6,183.3,0,0,0
1245,61.56,19,5,55.4,0,0,0
1246,141.09,11,0,48.0,0,3,0
1247,134.9,5,4,2.7,0,1,0
1248,58.41,11,3,11.2,0,1,0
1249,223.96,1,6,34.9,0,0,0
1250,80.78,4,0,32.5,0,1,0
1251,157.7,20,6,89.6,0,1,0
1252,102.74,20,2,41.6,0,0,0
1253,58.36,18,4,1.5,0,1,0
1254,179.33,5,2,16.4,0,1,0
1255,41.51,0,6,77.8,0,0,0
1256,52.96,11,5,0.9,1,0,0
1257,244.94,8,0,45.6,0,0,0
1258,36.32,9,0,82.2,0,2,0
1259,88.87,7,1,33.5,0,0,0
1260,88.52,3,0,32.3,0,0,0
1261,152.13,0,2,47.7,0,0,0
1262,27.26,14,4,149.0,0,0,0
1263,256.5,15,2,24.3,0,0,0
1264,12.04,5,5,49.1,0,1,0
1265,1011.0,6,1,117.3,0,0,1
1266,49.22,21,4,30.7,1,0,0
1267,52.8,13,4,13.4,0,1,0
1268,137.71,11,1,67.1,0,0,0
1269,149.39,13,2,91.2,1,0,0
1270,36.29,5,4,94.1,0,1,0
1271,165.46,7,1,82.9,0,0,0
1272,328.43,11,0,41.2,0,1,1
1273,34.03,13,4,93.8,1,1,0
1274,42.16,9,3,67.3,0,0,0
1275,94.15,12,2,12.4,0,1,0
1276,5.78,16,6,3.1,0,1,0
1277,476.78,23,6,182.1,0,0,1
1278,88.88,11,6,13.3,0,0,0
1279,111.13,21,2,34.3,0,0,0
1280,127.56,21,2,11.0,0,0,0
1281,24.92,5,0,19.4,1,0,0
1282,74.81,11,5,7.1,1,1,0
1283,51.26,20,0,17.7,0,0,0
1284,35.95,17,0,35.5,0,1,0
1285,236.26,5,6,179.4,0,1,0
1286,138.03,12,5,8.9,1,1,0
1287,57.35,4,3,106.0,1,0,0
1288,136.25,17,3,101.1,0,0,0
1289,68.89,6,1,163.4,0,1,0
1290,190.05,1,1,18.7,0,2,0
1291,33.98,12,5,48.2,0,2,0
1292,63.69,6,1,112.1,0,0,0
1293,157.36,19,4,65.5,0,0,0
1294,168.24,21,4,96.2,0,3,0
1295,299.15,11,6,16.4,1,2,0
1296,104.34,21,6,64.3,1,1,0
1297,209.49,1,0,111.6,0,0,0
1298,368.64,14,5,81.2,0,1,0
1299,130.26,10,0,3.0,0,0,0
1300,317.81,5,2,20.1,0,0,0
1301,77.18,18,5,91.5,0,0,0
1302,172.96,21,5,37.1,0,0,0
1303,201.86,7,5,73.2,0,0,0
1304,817.32,18,6,20.8,0,0,1
1305,54.87,12,2,6.9,0,1,0
1306,1331.76,10,6,3.1,0,2,1
1307,3.23,2,1,38.0,0,0,0
1308,42.29,23,4,232.2,1,0,0
1309,16.2,10,3,96.7,1,0,0
1310,52.31,17,0,6.5,1,1,0
1311,176.72,3,4,71.1,0,1,0
1312,59.4,5,4,83.3,1,0,0
1313,154.4,23,3,208.9,1,0,0
1314,54.98,4,3,144.3,0,2,0
1315,107.8,17,6,29.8,0,0,0
1316,50.28,3,0,52.0,0,0,0
1317,33.16,9,6,137.7,1,1,0
1318,129.51,11,0,12.6,0,3,0
1319,819.01,14,6,43.5,0,1,1
1320,272.43,20,5,12.1,0,1,0
1321,49.83,19,3,43.1,0,0,0
1322,147.87,7,2,46.6,0,0,0
1323,9.58,3,2,5.6,0,0,0
1324,70.87,6,3,42.3,0,0,0
1325,1099.15,7,5,68.9,0,0,1
1326,35.65,13,6,1.9,0,1,0
1327,9.94,8,5,5.2,0,0,0
1328,8.61,23,1,35.5,0,1,0
1329,47.73,20,3,29.2,0,0,0
1330,75.09,9,3,57.9,0,0,0
1331,32.87,18,4,55.6,1,0,0
1332,143.78,21,1,98.5,0,0,0
1333,112.43,17,6,113.3,0,0,0
1334,1418.2,13,4,24.5,1,1,1
1335,46.53,5,1,14.2,0,0,0
1336,190.46,21,6,19.7,0,0,0
1337,51.41,19,6,134.5,1,0,0
1338,63.59,1,5,25.4,0,0,0
1339,13.67,13,5,13.1,0,0,0
1340,9.61,8,0,87.7,1,0,0
1341,98.74,5,3,3.1,0,1,0
1342,96.15,17,2,36.7,0,0,0
1343,112.75,18,2,72.6,1,0,0
1344,81.27,23,0,35.9,0,1,0
1345,30.16,23,5,4.0,0,2,0
1346,12.34,19,0,30.3,1,0,0
1347,246.63,6,3,9.8,0,1,0
1348,182.03,6,6,7.5,0,0,0
1349,137.77,21,2,42.9,0,1,0
1350,360.96,19,0,11.5,0,0,0
1351,188.58,8,6,69.4,0,0,0
1352,32.49,2,3,14.8,0,2,0
1353,65.88,21,0,139.7,1,0,0
1354,161.1,9,0,4.3,0,1,0
1355,22.84,6,3,65.2,0,0,0
1356,118.47,7,6,110.0,0,1,0
1357,79.75,15,6,30.3,0,0,0
1358,39.99,16,6,59.3,0,1,0
1359,645.42,5,1,138.3,0,0,1
1360,60.27,6,0,60.0,0,0,0
1361,10.0,8,6,16.3,1,0,0
1362,174.22,22,4,38.0,0,0,0
1363,91.33,8,4,121.0,0,1,0
1364,102.81,23,0,1.9,0,1,0
1365,197.73,19,2,44.3,0,0,0
1366,156.29,7,0,34.3,0,0,0
1367,171.14,17,3,74.3,0,0,0
1368,198.41,16,6,95.3,0,0,0
1369,58.36,4,6,108.3,0,0,0
1370,83.31,5,4,19.2,1,0,0
