customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,churn
C00427,45,53.98,6107.25,Month-to-month,Fiber optic,Electronic check,0
C00428,31,74.28,543.86,Month-to-month,Fiber optic,Mailed check,0
C00429,57,56.97,1742.86,Month-to-month,Fiber optic,Mailed check,0
C00430,11,24.9,7934.24,Month-to-month,No,Bank transfer,1
C00431,23,51.03,3932.6,One year,DSL,Bank transfer,1
C00432,42,109.07,149.88,Two year,Fiber optic,Mailed check,0
C00433,15,46.03,4631.12,One year,No,Electronic check,1
C00434,26,91.16,3312.85,Month-to-month,No,Bank transfer,0
C00435,57,90.52,1617.19,Month-to-month,DSL,Mailed check,0
C00436,42,85.38,5809.18,Month-to-month,Fiber optic,Mailed check,1
C00437,36,84.03,7594.47,One year,No,Bank transfer,0
C00438,50,28.62,159.96,Month-to-month,Fiber optic,Mailed check,0
C00439,10,79.68,201.82,One year,Fiber optic,Mailed check,0
C00440,68,63.8,7027.2,Month-to-month,DSL,Mailed check,0
C00441,6,94.93,3173.09,Month-to-month,DSL,Mailed check,0
C00442,3,83.34,7189.64,Month-to-month,Fiber optic,Electronic check,0
C00443,25,105.94,531.55,Month-to-month,Fiber optic,Credit card,0
C00444,40,94.59,4255.11,Month-to-month,No,Bank transfer,0
C00445,33,106.78,7868.01,Month-to-month,Fiber optic,Bank transfer,1
C00446,26,51.88,4156.31,Two year,Fiber optic,Bank transfer,0
C00447,45,103.4,5181.29,Month-to-month,No,Bank transfer,0
C00448,61,72.65,5839.87,Month-to-month,Fiber optic,Mailed check,1
C00449,22,106.8,4343.24,One year,Fiber optic,Bank transfer,0
C00450,35,52.72,6048.98,One year,Fiber optic,Bank transfer,0
C00451,33,78.43,1105.81,Month-to-month,Fiber optic,Mailed check,1
C00452,57,38.61,5470.21,Month-to-month,No,Credit card,1
C00453,20,42.32,4599.13,Two year,No,Bank transfer,0
C00454,54,58.61,7776.38,Month-to-month,DSL,Mailed check,0
C00455,63,23.72,4231.31,Month-to-month,No,Electronic check,0
C00456,8,59.61,4479.62,Two year,Fiber optic,Electronic check,1
C00457,63,112.57,560.92,One year,No,Credit card,1
C00458,71,97.88,5963.53,Month-to-month,No,Bank transfer,0
C00459,18,79.59,4397.81,One year,DSL,Bank transfer,0
C00460,8,70.37,2695.08,Month-to-month,DSL,Electronic check,0
C00461,66,55.42,1076.34,Two year,DSL,Mailed check,0
C00462,52,59.62,1563.68,Month-to-month,Fiber optic,Electronic check,0
C00463,35,36.29,1402.6,One year,Fiber optic,Mailed check,0
C00464,56,59.37,108.43,Month-to-month,Fiber optic,Mailed check,0
C00465,38,87.68,4802.64,Month-to-month,DSL,Electronic check,0
C00466,56,75.49,6783.2,One year,Fiber optic,Electronic check,0
C00467,59,48.56,6629.5,One year,Fiber optic,Mailed check,0
C00468,29,50.21,1518.65,Month-to-month,Fiber optic,Mailed check,1
C00469,32,108.45,7406.2,Month-to-month,No,Electronic check,0
C00470,31,90.72,6810.86,Two year,No,Electronic check,1
C00471,39,100.71,4458.39,One year,DSL,Mailed check,0
C00472,19,63.76,1698.95,Two year,No,Mailed check,0
C00473,65,41.66,1109.94,Two year,DSL,Credit card,0
C00474,30,34.0,4660.52,One year,No,Electronic check,0
C00475,61,113.04,6871.24,One year,No,Electronic check,0
C00476,36,76.36,1072.81,Month-to-month,Fiber optic,Mailed check,1
C00477,40,27.12,4968.25,Two year,DSL,Electronic check,0
C00478,60,34.06,7024.3,Two year,Fiber optic,Credit card,1
C00479,71,49.49,7963.71,Month-to-month,Fiber optic,Mailed check,0
C00480,66,84.24,5474.75,Month-to-month,DSL,Electronic check,0
C00481,50,68.94,6996.69,Two year,Fiber optic,Electronic check,0
C00482,68,94.53,2916.76,Month-to-month,DSL,Bank transfer,1
C00483,15,64.48,1621.22,One year,DSL,Electronic check,1
C00484,67,85.33,5476.86,One year,DSL,Mailed check,0
C00485,39,54.81,4086.85,Month-to-month,Fiber optic,Credit card,0
C00486,50,117.84,7306.59,One year,Fiber optic,Bank transfer,0
C00487,24,25.61,6314.29,Month-to-month,Fiber optic,Electronic check,0
C00488,71,100.62,5472.17,One year,DSL,Electronic check,0
C00489,15,22.57,2906.55,Month-to-month,Fiber optic,Bank transfer,0
C00490,7,70.79,7660.05,Month-to-month,Fiber optic,Bank transfer,0
C00491,41,58.65,3159.55,Month-to-month,No,Bank transfer,0
C00492,39,112.19,7556.44,Month-to-month,No,Bank transfer,0
C00493,6,112.53,2662.88,Month-to-month,DSL,Mailed check,0
C00494,27,84.52,7858.36,One year,Fiber optic,Credit card,1
C00495,43,69.86,5324.89,One year,No,Bank transfer,0
C00496,52,40.31,4124.84,Month-to-month,Fiber optic,Mailed check,0
C00497,37,56.96,1557.05,Month-to-month,No,Mailed check,0
C00498,42,89.64,4230.35,One year,Fiber optic,Credit card,0
C00499,43,119.0,2527.98,One year,Fiber optic,Electronic check,0
C00500,47,32.49,6667.08,Two year,No,Mailed check,0
C00501,61,67.12,3720.06,One year,DSL,Bank transfer,0
C00502,7,54.01,6290.29,Month-to-month,DSL,Mailed check,0
C00503,59,74.89,4636.04,Month-to-month,Fiber optic,Electronic check,0
C00504,66,97.53,412.92,Two year,No,Mailed check,1
C00505,31,87.14,5468.78,Month-to-month,DSL,Credit card,1
C00506,37,51.32,177.58,Month-to-month,DSL,Bank transfer,1
C00507,65,26.22,583.16,Month-to-month,No,Mailed check,1
C00508,36,48.44,5722.83,One year,Fiber optic,Mailed check,1
C00509,43,50.25,3555.19,One year,DSL,Electronic check,1
C00510,67,102.53,338.09,Month-to-month,No,Bank transfer,0
C00511,31,76.11,6527.27,One year,DSL,Mailed check,1
C00512,40,116.84,5044.67,One year,DSL,Electronic check,0
C00513,25,108.38,589.26,One year,Fiber optic,Mailed check,0
C00514,26,110.05,6609.73,One year,DSL,Credit card,0
C00515,10,102.88,688.58,Month-to-month,Fiber optic,Mailed check,0
C00516,34,65.73,833.49,Month-to-month,Fiber optic,Mailed check,0
C00517,42,101.76,4161.64,One year,Fiber optic,Mailed check,0
C00518,23,75.24,7900.55,Month-to-month,DSL,Bank transfer,1
C00519,1,26.52,7545.59,Month-to-month,DSL,Mailed check,1
C00520,59,82.43,7369.88,One year,DSL,Electronic check,0
C00521,11,73.74,4461.48,One year,Fiber optic,Bank transfer,1
C00522,4,111.58,4389.72,One year,No,Mailed check,0
C00523,31,42.6,903.78,Month-to-month,DSL,Electronic check,0
C00524,6,90.41,2156.67,Month-to-month,Fiber optic,Mailed check,0
C00525,63,27.35,5103.59,One year,DSL,Electronic check,0
C00526,55,103.41,7085.05,Two year,No,Credit card,0
C00527,9,51.53,5666.79,Month-to-month,Fiber optic,Credit card,0
C00528,30,109.64,4491.57,Month-to-month,Fiber optic,Electronic check,0
C00529,50,22.6,1212.65,Two year,No,Electronic check,1
C00530,68,109.52,1242.54,Two year,DSL,Mailed check,0
C00531,34,58.79,1786.35,Two year,No,Electronic check,0
C00532,42,35.49,4143.86,Month-to-month,Fiber optic,Mailed check,0
C00533,40,113.81,6347.75,Month-to-month,Fiber optic,Credit card,0
C00534,67,119.02,2049.09,Two year,No,Bank transfer,0
C00535,52,36.54,4860.93,Two year,Fiber optic,Credit card,0
C00536,2,71.37,5971.57,One year,No,Bank transfer,0
C00537,28,86.73,5997.52,Month-to-month,Fiber optic,Mailed check,0
C00538,61,104.06,7712.46,One year,Fiber optic,Mailed check,0
C00539,52,49.65,3674.33,Month-to-month,No,Bank transfer,1
C00540,43,47.93,3066.65,Month-to-month,Fiber optic,Bank transfer,0
C00541,36,50.23,5191.79,One year,Fiber optic,Electronic check,1
C00542,45,112.72,2321.62,Two year,DSL,Electronic check,0
C00543,58,113.25,7321.47,Month-to-month,DSL,Mailed check,0
C00544,64,104.74,1281.05,Month-to-month,DSL,Mailed check,0
C00545,41,30.91,3055.15,Month-to-month,DSL,Mailed check,0
C00546,6,54.34,1785.85,Month-to-month,Fiber optic,Credit card,0
C00547,39,73.73,821.46,One year,Fiber optic,Mailed check,0
C00548,41,116.01,307.22,Two year,Fiber optic,Electronic check,0
C00549,21,104.72,2102.56,Two year,DSL,Credit card,0
C00550,67,83.37,4375.07,Two year,No,Mailed check,0
C00551,5,22.27,4270.81,Month-to-month,DSL,Credit card,1
C00552,32,76.92,5324.71,Two year,DSL,Electronic check,0
C00553,57,78.54,6076.06,Month-to-month,Fiber optic,Mailed check,0
C00554,40,56.54,2609.44,Two year,DSL,Mailed check,0
C00555,55,101.38,1056.01,Month-to-month,Fiber optic,Bank transfer,0
C00556,45,48.68,1942.35,Two year,Fiber optic,Bank transfer,1
C00557,52,56.17,6901.27,Month-to-month,No,Mailed check,0
C00558,31,70.44,2740.54,One year,Fiber optic,Electronic check,1
C00559,43,84.39,2266.04,Month-to-month,DSL,Bank transfer,1
C00560,49,85.05,4209.11,One year,DSL,Mailed check,0
C00561,36,27.98,6050.34,Two year,DSL,Bank transfer,0
C00562,53,116.66,6374.2,Month-to-month,No,Mailed check,0
C00563,34,97.46,1189.87,Two year,No,Electronic check,1
C00564,14,100.26,6115.52,Month-to-month,No,Bank transfer,0
C00565,71,80.4,2732.5,One year,Fiber optic,Credit card,0
C00566,6,53.87,7011.08,Month-to-month,No,Electronic check,0
C00567,17,107.66,4702.02,Two year,DSL,Mailed check,1
C00568,40,20.27,2642.15,One year,Fiber optic,Bank transfer,1
C00569,10,87.31,6721.06,Two year,No,Electronic check,0
C00570,33,118.04,2283.74,Month-to-month,Fiber optic,Bank transfer,1
C00571,34,65.42,4492.36,Month-to-month,Fiber optic,Mailed check,0
C00572,60,66.44,4565.56,Two year,Fiber optic,Electronic check,0
C00573,53,27.54,7775.62,Month-to-month,No,Electronic check,0
C00574,27,118.48,1568.73,Two year,No,Mailed check,0
C00575,51,69.99,3366.86,One year,No,Mailed check,0
C00576,29,45.16,7539.35,Month-to-month,DSL,Credit card,1
C00577,9,50.81,3482.63,Month-to-month,Fiber optic,Mailed check,0
C00578,45,23.65,345.27,Month-to-month,Fiber optic,Credit card,1
C00579,30,25.7,4587.45,Two year,No,Bank transfer,1
C00580,69,114.5,7297.79,One year,Fiber optic,Bank transfer,1
C00581,34,71.21,7034.25,Month-to-month,Fiber optic,Bank transfer,0
C00582,7,115.97,2446.82,Month-to-month,Fiber optic,Bank transfer,1
C00583,29,113.5,4797.26,Two year,DSL,Mailed check,0
C00584,35,119.44,7720.25,One year,DSL,Bank transfer,0
C00585,65,35.35,4810.4,Month-to-month,DSL,Bank transfer,0
C00586,34,56.21,4007.88,Month-to-month,No,Credit card,0
C00587,14,44.26,3708.36,Month-to-month,No,Bank transfer,0
C00588,49,77.02,2859.66,Month-to-month,No,Mailed check,0
C00589,64,37.18,2092.86,Month-to-month,No,Bank transfer,0
C00590,31,100.66,4783.6,One year,Fiber optic,Credit card,1
C00591,52,40.67,7321.11,Two year,No,Bank transfer,0
C00592,36,115.95,4817.98,Two year,DSL,Credit card,0
C00593,60,56.92,122.82,Month-to-month,Fiber optic,Bank transfer,0
C00594,69,33.76,691.84,Month-to-month,No,Electronic check,0
C00595,70,24.03,7569.91,Month-to-month,Fiber optic,Credit card,0
C00596,14,48.57,3874.35,One year,Fiber optic,Mailed check,0
C00597,67,71.95,6780.87,Month-to-month,DSL,Electronic check,0
C00598,15,96.59,237.21,One year,No,Credit card,0
C00599,51,40.94,1582.21,Month-to-month,No,Credit card,0
C00600,16,88.22,2568.38,One year,Fiber optic,Mailed check,0
C00601,5,37.0,5592.26,Month-to-month,No,Mailed check,0
C00602,20,71.31,6451.14,Two year,No,Mailed check,1
C00603,23,90.88,3334.7,Month-to-month,No,Electronic check,0
C00604,70,65.27,3047.43,Two year,No,Bank transfer,0
C00605,42,95.4,6397.96,Month-to-month,Fiber optic,Bank transfer,0
C00606,56,27.45,2479.82,Two year,DSL,Bank transfer,0
C00607,14,55.95,3288.21,Month-to-month,No,Electronic check,0
C00608,31,23.38,2140.54,Month-to-month,Fiber optic,Electronic check,0
C00609,42,105.12,1836.41,Month-to-month,Fiber optic,Credit card,0
C00610,29,21.69,5233.71,One year,No,Electronic check,0
C00611,30,48.19,6383.54,Two year,No,Credit card,1
C00612,67,61.47,7198.07,Month-to-month,No,Bank transfer,1
C00613,31,52.45,4044.71,Two year,Fiber optic,Bank transfer,1
C00614,49,22.78,5785.11,One year,DSL,Electronic check,0
C00615,63,106.06,166.89,Month-to-month,Fiber optic,Bank transfer,1
C00616,71,93.42,7698.85,Month-to-month,Fiber optic,Credit card,1
C00617,27,56.28,6458.52,One year,No,Mailed check,1
C00618,19,60.41,7322.53,One year,Fiber optic,Bank transfer,1
C00619,63,28.63,4924.03,Two year,No,Credit card,0
C00620,34,104.56,2328.02,One year,DSL,Electronic check,0
C00621,41,55.21,464.08,Month-to-month,DSL,Electronic check,0
C00622,59,64.33,821.11,Month-to-month,Fiber optic,Bank transfer,0
C00623,38,79.43,2107.11,Month-to-month,Fiber optic,Credit card,1
C00624,56,56.06,6045.48,Two year,No,Bank transfer,1
C00625,56,76.4,349.93,Month-to-month,Fiber optic,Bank transfer,0
C00626,25,94.43,5818.54,Two year,No,Credit card,0
C00627,66,29.6,4902.21,Two year,Fiber optic,Bank transfer,0
C00628,14,22.66,7843.11,Month-to-month,Fiber optic,Bank transfer,0
C00629,5,75.45,4807.15,Two year,Fiber optic,Mailed check,0
C00630,44,69.8,5084.78,Month-to-month,Fiber optic,Credit card,1
C00631,9,29.67,619.49,One year,Fiber optic,Electronic check,0
C00632,48,56.24,1490.62,Two year,DSL,Mailed check,0
C00633,19,67.84,3728.14,One year,Fiber optic,Credit card,1
C00634,17,110.23,1219.18,One year,Fiber optic,Bank transfer,0
C00635,32,47.3,6985.19,Month-to-month,No,Mailed check,0
C00636,29,47.51,4202.37,Month-to-month,No,Bank transfer,0
C00637,19,47.39,4599.84,Month-to-month,Fiber optic,Bank transfer,0
C00638,25,51.2,4764.4,One year,DSL,Mailed check,1
C00639,36,57.34,1428.32,Two year,Fiber optic,Mailed check,0
C00640,63,84.81,7539.42,One year,Fiber optic,Mailed check,0
C00641,60,35.38,6104.21,Two year,Fiber optic,Bank transfer,0
C00642,66,107.19,2370.57,One year,Fiber optic,Bank transfer,0
C00643,35,33.39,1040.56,Two year,No,Bank transfer,0
C00644,58,58.45,4533.31,Two year,No,Credit card,0
C00645,5,67.19,4031.29,One year,No,Mailed check,1
C00646,30,72.17,2468.28,Two year,DSL,Bank transfer,0
C00647,21,30.43,3743.19,One year,Fiber optic,Bank transfer,0
C00648,39,67.72,2195.84,Month-to-month,No,Credit card,0
C00649,31,49.47,7546.82,Month-to-month,Fiber optic,Electronic check,0
C00650,69,57.66,5111.76,Month-to-month,No,Mailed check,1
C00651,39,89.96,6092.75,Month-to-month,DSL,Mailed check,0
C00652,37,115.99,7507.28,Two year,Fiber optic,Mailed check,0
C00653,45,101.51,4402.2,Month-to-month,No,Electronic check,0
C00654,5,52.44,658.61,One year,Fiber optic,Mailed check,0
C00655,5,40.4,6434.29,One year,Fiber optic,Credit card,0
C00656,36,22.66,455.7,Two year,No,Electronic check,0
C00657,28,114.48,3472.57,One year,Fiber optic,Credit card,0
C00658,34,89.4,4572.15,Month-to-month,Fiber optic,Mailed check,0
C00659,68,117.64,2867.24,One year,No,Bank transfer,1
C00660,28,75.08,2423.49,Month-to-month,No,Credit card,1
C00661,56,71.02,6659.48,One year,DSL,Credit card,1
C00662,18,53.41,7848.4,Two year,No,Bank transfer,0
C00663,10,82.59,1008.94,Month-to-month,Fiber optic,Credit card,0
C00664,56,50.57,2080.68,Month-to-month,DSL,Electronic check,1
C00665,63,90.29,3093.13,Month-to-month,Fiber optic,Mailed check,0
C00666,33,103.66,925.47,Two year,No,Bank transfer,0
C00667,32,54.49,2154.28,One year,No,Credit card,0
C00668,58,22.4,4744.49,Month-to-month,Fiber optic,Electronic check,0
C00669,59,46.92,7398.96,Month-to-month,DSL,Credit card,0
C00670,41,49.48,6910.92,Two year,DSL,Credit card,1
C00671,71,59.11,6009.43,Month-to-month,DSL,Mailed check,0
C00672,47,70.07,114.14,Month-to-month,DSL,Bank transfer,1
C00673,68,90.8,7202.38,Month-to-month,DSL,Mailed check,0
C00674,15,69.61,7266.8,Month-to-month,DSL,Bank transfer,1
C00675,68,98.48,7102.27,One year,No,Electronic check,1
C00676,54,61.08,7707.92,Month-to-month,Fiber optic,Electronic check,0
C00677,55,107.08,1814.86,Month-to-month,Fiber optic,Credit card,0
C00678,30,97.66,2877.48,Two year,DSL,Credit card,0
C00679,18,37.53,3325.03,Two year,DSL,Mailed check,0
C00680,26,111.12,7620.74,One year,Fiber optic,Bank transfer,0
C00681,69,97.08,5654.93,Month-to-month,No,Mailed check,0
C00682,6,21.81,7599.79,Two year,Fiber optic,Mailed check,0
C00683,46,90.61,1086.34,Two year,No,Mailed check,0
C00684,34,40.16,2879.47,Month-to-month,DSL,Electronic check,0
C00685,3,26.08,7009.42,One year,Fiber optic,Mailed check,0
C00686,69,89.13,2561.53,Two year,Fiber optic,Bank transfer,0
C00687,34,26.71,5394.25,Month-to-month,DSL,Credit card,0
C00688,31,45.31,7091.36,One year,Fiber optic,Mailed check,0
C00689,42,62.17,114.67,One year,Fiber optic,Mailed check,0
C00690,2,45.82,5684.38,Month-to-month,No,Bank transfer,0
C00691,20,106.95,7416.43,One year,No,Credit card,0
C00692,61,42.3,1885.45,One year,Fiber optic,Bank transfer,0
C00693,22,110.03,7352.72,Month-to-month,No,Credit card,0
C00694,13,92.56,5112.14,One year,DSL,Bank transfer,0
C00695,71,77.94,7567.4,One year,Fiber optic,Credit card,0
C00696,1,84.02,602.16,Month-to-month,Fiber optic,Electronic check,1
C00697,67,88.76,7347.07,One year,No,Electronic check,0
C00698,1,22.07,4757.53,One year,No,Credit card,0
C00699,38,110.99,1338.17,Two year,Fiber optic,Electronic check,0
C00700,59,42.73,6540.82,Two year,DSL,Mailed check,0
C00701,67,106.35,1260.49,Month-to-month,DSL,Electronic check,0
C00702,6,78.74,3325.29,Month-to-month,DSL,Mailed check,0
C00703,29,78.77,2390.94,One year,Fiber optic,Credit card,0
C00704,38,101.4,5092.52,Two year,Fiber optic,Credit card,0
C00705,41,20.51,2383.01,Month-to-month,Fiber optic,Electronic check,0
C00706,47,79.92,3507.98,Month-to-month,DSL,Credit card,1
C00707,17,61.83,3963.68,Two year,Fiber optic,Bank transfer,0
C00708,70,57.5,7799.03,One year,No,Electronic check,0
C00709,62,54.24,5297.13,Two year,Fiber optic,Bank transfer,0
C00710,5,97.79,7579.5,Month-to-month,Fiber optic,Mailed check,1
C00711,19,93.0,4636.81,One year,Fiber optic,Electronic check,0
C00712,47,116.03,7570.14,One year,Fiber optic,Bank transfer,1
C00713,59,114.38,2647.05,One year,Fiber optic,Bank transfer,0
C00714,65,59.15,1593.1,One year,Fiber optic,Credit card,1
C00715,45,31.38,5222.69,Month-to-month,Fiber optic,Electronic check,1
C00716,39,22.64,6099.56,Month-to-month,DSL,Bank transfer,0
C00717,56,111.62,1307.87,Month-to-month,DSL,Credit card,0
C00718,70,82.84,1462.63,Month-to-month,Fiber optic,Credit card,0
C00719,59,117.2,1027.78,One year,Fiber optic,Bank transfer,1
C00720,64,48.13,6888.63,Month-to-month,DSL,Bank transfer,0
C00721,2,65.77,7245.6,Month-to-month,Fiber optic,Mailed check,0
C00722,48,50.29,5042.54,Two year,DSL,Credit card,1
C00723,11,26.83,955.43,Month-to-month,DSL,Credit card,1
C00724,65,76.77,1465.89,Two year,DSL,Electronic check,0
C00725,18,54.96,7487.46,One year,Fiber optic,Credit card,1
C00726,8,71.05,3591.02,Month-to-month,DSL,Mailed check,0
C00727,26,66.14,5688.93,One year,No,Mailed check,0
C00728,57,119.38,6843.03,One year,Fiber optic,Mailed check,0
C00729,71,105.31,5052.99,Two year,DSL,Mailed check,0
C00730,28,107.1,4607.09,Month-to-month,No,Bank transfer,0
C00731,55,34.54,5282.8,Two year,Fiber optic,Credit card,0
C00732,21,34.86,5759.93,Two year,DSL,Credit card,0
C00733,19,20.84,7970.02,One year,DSL,Credit card,0
C00734,53,36.68,7706.92,One year,Fiber optic,Credit card,0
C00735,9,69.17,6727.15,One year,DSL,Electronic check,0
C00736,35,80.16,4806.94,Two year,DSL,Mailed check,0
C00737,70,60.08,1496.66,Month-to-month,Fiber optic,Electronic check,0
C00738,21,65.76,6178.27,One year,No,Credit card,0
C00739,2,102.33,7541.3,Month-to-month,DSL,Bank transfer,0
C00740,10,114.31,7905.18,One year,No,Electronic check,0
C00741,27,66.61,3455.19,Two year,DSL,Bank transfer,0
C00742,27,58.61,3667.98,One year,Fiber optic,Credit card,0
C00743,8,32.81,1094.91,One year,DSL,Mailed check,0
C00744,47,42.85,1351.99,Month-to-month,DSL,Mailed check,0
C00745,17,85.09,6617.32,Two year,DSL,Credit card,0
C00746,11,91.95,5586.08,Two year,No,Electronic check,0
C00747,36,23.65,5806.05,Month-to-month,No,Credit card,1
C00748,20,50.18,2442.41,One year,Fiber optic,Bank transfer,0
C00749,18,38.25,7000.03,Two year,Fiber optic,Credit card,1
C00750,19,51.34,2518.52,One year,DSL,Mailed check,0
C00751,60,69.85,5516.38,Month-to-month,DSL,Bank transfer,0
C00752,53,100.66,3101.57,Month-to-month,Fiber optic,Bank transfer,1
C00753,27,77.45,2361.48,One year,DSL,Bank transfer,0
C00754,19,55.33,6938.37,Month-to-month,No,Electronic check,0
C00755,41,27.43,3439.32,Month-to-month,No,Credit card,0
C00756,24,28.15,6619.52,One year,DSL,Credit card,0
C00757,22,104.72,7750.26,One year,Fiber optic,Mailed check,0
C00758,30,77.87,236.57,Two year,Fiber optic,Bank transfer,1
C00759,6,109.85,2375.24,One year,DSL,Electronic check,1
C00760,27,29.67,607.67,Two year,Fiber optic,Bank transfer,0
C00761,27,50.67,5251.34,One year,Fiber optic,Electronic check,0
C00762,68,48.29,7417.48,One year,Fiber optic,Credit card,0
C00763,8,45.25,6013.78,Month-to-month,DSL,Credit card,1
C00764,29,55.27,4034.89,Month-to-month,Fiber optic,Electronic check,0
C00765,12,80.94,2112.45,Month-to-month,No,Bank transfer,0
C00766,58,99.1,6348.83,Two year,No,Mailed check,0
C00767,26,21.72,3708.61,Month-to-month,DSL,Credit card,0
C00768,12,112.35,7842.85,One year,DSL,Electronic check,0
C00769,27,20.96,5751.02,Month-to-month,Fiber optic,Bank transfer,0
C00770,26,83.65,907.27,Month-to-month,DSL,Bank transfer,0
C00771,52,116.65,664.84,Month-to-month,No,Bank transfer,0
C00772,51,54.01,5608.41,Month-to-month,DSL,Electronic check,1
C00773,31,25.82,7730.39,Two year,Fiber optic,Mailed check,0
C00774,1,114.62,7916.36,One year,Fiber optic,Electronic check,0
C00775,41,106.56,7068.26,One year,No,Electronic check,0
C00776,5,91.62,1215.7,Month-to-month,Fiber optic,Mailed check,1
C00777,26,21.92,6566.18,One year,DSL,Credit card,0
C00778,27,92.07,3582.88,Month-to-month,No,Mailed check,0
C00779,58,54.73,7791.86,One year,DSL,Mailed check,0
C00780,21,40.0,3153.69,Two year,Fiber optic,Electronic check,1
C00781,44,53.14,4703.22,Month-to-month,DSL,Electronic check,0
C00782,2,86.59,4391.84,Month-to-month,Fiber optic,Credit card,0
C00783,24,102.59,6949.64,Month-to-month,Fiber optic,Bank transfer,1
C00784,12,55.14,4679.59,One year,No,Credit card,0
C00785,24,78.06,1746.85,Month-to-month,No,Electronic check,0
C00786,55,79.68,5685.98,Month-to-month,Fiber optic,Credit card,1
C00787,1,88.1,4839.45,Month-to-month,No,Bank transfer,1
C00788,36,87.16,5280.13,Month-to-month,No,Bank transfer,1
C00789,47,51.78,1144.97,Two year,Fiber optic,Electronic check,0
C00790,67,97.78,3682.38,Month-to-month,Fiber optic,Credit card,1
C00791,17,47.57,4683.91,One year,Fiber optic,Electronic check,0
C00792,51,99.09,4338.01,Month-to-month,Fiber optic,Credit card,0
C00793,26,84.99,231.01,Month-to-month,No,Credit card,0
C00794,34,73.13,3575.02,One year,DSL,Bank transfer,0
C00795,12,63.36,444.66,Month-to-month,No,Credit card,0
C00796,26,58.43,2173.35,One year,No,Mailed check,0
C00797,11,60.91,1488.04,Two year,Fiber optic,Mailed check,0
C00798,1,60.43,5258.57,Month-to-month,No,Credit card,1
C00799,64,53.77,6985.41,Month-to-month,No,Electronic check,0
C00800,68,103.12,7271.7,One year,No,Credit card,1
C00801,41,63.57,5024.44,One year,Fiber optic,Bank transfer,0
C00802,34,62.02,3718.35,One year,Fiber optic,Credit card,0
C00803,22,51.16,5822.2,Two year,No,Electronic check,0
C00804,69,47.28,7400.89,Two year,Fiber optic,Bank transfer,0
C00805,8,110.5,4143.11,Month-to-month,DSL,Mailed check,0
C00806,5,54.17,3333.21,One year,Fiber optic,Credit card,0
C00807,6,67.24,2668.1,Two year,No,Credit card,0
C00808,13,28.89,5305.29,Month-to-month,DSL,Credit card,0
C00809,31,73.51,928.45,One year,Fiber optic,Electronic check,0
C00810,42,114.23,7029.57,Month-to-month,No,Mailed check,0
C00811,60,50.0,7931.09,Month-to-month,Fiber optic,Credit card,0
C00812,57,119.02,7059.39,Month-to-month,DSL,Bank transfer,0
C00813,26,48.85,365.62,One year,Fiber optic,Mailed check,0
C00814,26,79.07,6875.47,Two year,Fiber optic,Credit card,0
C00815,20,100.26,4696.67,Two year,No,Electronic check,0
C00816,48,79.42,5309.42,Two year,No,Bank transfer,0
C00817,69,65.94,4144.84,Month-to-month,No,Mailed check,0
C00818,39,76.85,4306.37,One year,No,Mailed check,1
C00819,68,98.41,2139.99,One year,DSL,Credit card,0
C00820,69,71.41,2098.17,Month-to-month,DSL,Credit card,1
C00821,45,70.11,974.85,Month-to-month,No,Mailed check,0
C00822,69,76.83,7053.54,One year,Fiber optic,Credit card,0
C00823,35,116.33,1309.04,Month-to-month,DSL,Mailed check,0
C00824,37,111.87,2437.93,One year,Fiber optic,Mailed check,0
C00825,61,20.14,2456.74,Month-to-month,Fiber optic,Mailed check,0
C00826,49,111.79,1293.87,One year,DSL,Bank transfer,0
C00827,3,85.44,4146.62,Month-to-month,No,Electronic check,0
C00828,33,39.82,7765.84,Month-to-month,Fiber optic,Mailed check,0
C00829,34,24.08,3479.87,One year,No,Mailed check,1
C00830,64,29.37,5538.13,One year,DSL,Bank transfer,0
C00831,39,70.93,4902.52,Two year,DSL,Bank transfer,0
C00832,33,108.01,5891.5,Month-to-month,No,Credit card,1
C00833,12,50.8,2195.65,Two year,No,Credit card,1
C00834,37,87.88,6310.74,Month-to-month,DSL,Credit card,0
C00835,39,58.25,5420.29,Month-to-month,DSL,Bank transfer,0
C00836,54,96.35,3259.79,One year,Fiber optic,Bank transfer,1
C00837,25,57.47,1945.87,Month-to-month,Fiber optic,Credit card,1
C00838,21,105.56,3524.07,Month-to-month,No,Electronic check,1
C00839,35,64.28,7858.44,Month-to-month,DSL,Electronic check,1
C00840,59,65.69,4068.68,Month-to-month,No,Electronic check,0
C00841,60,33.88,6998.74,Month-to-month,DSL,Electronic check,0
C00842,44,116.13,6701.21,One year,Fiber optic,Mailed check,0
C00843,17,39.17,7049.84,Two year,Fiber optic,Mailed check,0
C00844,59,73.31,553.52,One year,DSL,Electronic check,0
C00845,62,37.22,598.87,Month-to-month,Fiber optic,Bank transfer,0
C00846,68,79.75,3452.66,Two year,No,Bank transfer,0
C00847,33,27.6,3565.76,Two year,Fiber optic,Credit card,0
C00848,52,103.43,3637.38,Two year,DSL,Mailed check,0
C00849,40,91.57,2630.87,One year,No,Bank transfer,0
C00850,12,38.67,1446.87,Month-to-month,Fiber optic,Mailed check,0
C00851,12,106.94,4102.8,Two year,Fiber optic,Bank transfer,0
C00852,58,87.94,2960.83,Month-to-month,No,Mailed check,1
